strikePrice,expiryDate,CE_OI,PE_OI,CE_TotVol,PE_TotVol
25850,28-Aug-2025,302.0,110.0,162,0
25850,25-Sep-2025,110.0,88.0,7,0
25900,24-Jul-2025,41682.0,305.0,174625,37
25900,31-Jul-2025,14469.0,1675.0,31133,408
25900,07-Aug-2025,2692.0,2.0,2611,2
25900,14-Aug-2025,265.0,0.0,254,0
25900,21-Aug-2025,0.0,0.0,0,0
25900,28-Aug-2025,2918.0,900.0,2882,21
25900,25-Sep-2025,306.0,132.0,77,21
25950,24-Jul-2025,17360.0,24.0,78583,9
25950,31-Jul-2025,3036.0,146.0,6792,0
25950,07-Aug-2025,96.0,0.0,142,2
25950,14-Aug-2025,0.0,0.0,0,0
25950,21-Aug-2025,0.0,0.0,0,0
25950,28-Aug-2025,287.0,20.0,187,0
25950,25-Sep-2025,120.0,162.0,20,0
26000,24-Jul-2025,147724.0,2402.0,444575,696
26000,31-Jul-2025,83927.0,16804.0,76115,1568
26000,07-Aug-2025,4708.0,84.0,5034,5
26000,14-Aug-2025,0.0,0.0,0,0
26000,21-Aug-2025,0.0,0.0,0,0
26000,28-Aug-2025,24666.0,7541.0,15119,1731
26000,25-Sep-2025,13191.0,9186.0,3336,509
26000,24-Dec-2025,26996.333333333332,16143.0,1830,1124
26000,26-Mar-2026,29.0,0.0,18,0
26000,25-Jun-2026,44.333333333333336,13.0,0,0
26000,31-Dec-2026,74.0,616.0,0,6
26000,24-Jun-2027,0.0,0.0,0,0
26000,30-Dec-2027,0.0,2.0,0,0
26000,29-Jun-2028,0.0,0.0,0,0
26000,28-Dec-2028,0.0,0.0,0,0
26000,28-Jun-2029,0.0,0.3333333333333333,0,0
26000,27-Dec-2029,0.0,0.0,0,0
26000,25-Jun-2030,0.0,0.0,0,0
26050,24-Jul-2025,17554.0,22.0,83603,10
26050,31-Jul-2025,3638.0,93.0,7265,5
